t,ia,ib,ts,br,a,b,D,Frequency,Shunt impedance,Q,R/Q,Z*T*T,Power dissipation,Stored energy,Lnorm,Power factor density
0.6,0.27,0.54,0.06,0.75,1.2394588,4.074236682199161,3.3323602552132003,,,,,,,,,83985.34000906344
,,,,,,,,2999.14157,54.889,14517.0,103.491,30.056,910.6609,0.000701549,4.99854,
