t,ia,ib,ts,br,a,b,D,Frequency,Shunt impedance,Q,R/Q,Z*T*T,Power dissipation,Stored energy,Lnorm,Power factor density
0.6,0.27,0.54,0.06,0.75,1.2394588,4.074236667298,3.3323602552132003,2999.14158,54.889,14517.0,103.491,30.056,910.66,0.000701549,4.99854,83985.34321303068
